source_record_id,refund_id,order_id,refund_reason,refund_requested_ts,refund_approved_ts,refund_status,refund_amount_inr,refund_channel,source_system
REFREC003763,QBF003763,QBO0058754,service_quality,2026-03-12T13:14:00,2026-03-12T21:57:00,APPROVED,223.64,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003764,QBF003764,QBO0038599,missing_item,2026-01-22T01:59:00,2026-01-22T04:33:00,APPROVED,129.38,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003765,QBF003765,QBO0090511,missing_item,2026-02-05T22:13:00,2026-02-06T01:55:00,APPROVED,115.15,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003766,QBF003766,QBO0022147,late_delivery,2026-03-14T09:59:00,2026-03-15T00:02:00,APPROVED,207.36,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003767,QBF003767,QBO0110714,late_delivery,2026-02-18T19:49:00,,REQUESTED,105.4,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003768,QBF003768,QBO0115683,service_quality,2026-02-14T23:42:00,,REQUESTED,190.45,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003769,QBF003769,QBO0019420,service_quality,2026-02-11T23:56:00,2026-02-14T04:14:00,APPROVED,103.19,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003770,QBF003770,QBO0047944,service_quality,2026-01-27T12:19:00,2026-01-27T15:03:00,APPROVED,517.65,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003771,QBF003771,QBO0047520,late_delivery,2026-02-28T18:58:00,2026-03-03T17:43:00,APPROVED,406.52,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003772,QBF003772,QBO0070350,order_cancelled,2026-01-13T14:47:00,2026-01-15T19:31:00,APPROVED,193.11,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003773,QBF003773,QBO0059416,service_quality,2026-01-21T17:17:00,2026-01-24T14:39:00,APPROVED,113.45,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003774,QBF003774,QBO0102138,service_quality,2026-01-11T03:03:00,2026-01-12T18:45:00,APPROVED,163.71,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003775,QBF003775,QBO0096922,missing_item,2026-01-08T21:46:00,2026-01-10T07:07:00,APPROVED,451.07,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003776,QBF003776,QBO0030420,order_cancelled,2026-03-23T18:49:00,2026-03-24T22:47:00,APPROVED,278.97,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003777,QBF003777,QBO0014537,service_quality,2026-03-09T21:35:00,2026-03-12T14:20:00,APPROVED,154.24,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003778,QBF003778,QBO0143516,service_quality,2026-03-15T11:37:00,2026-03-18T10:04:00,APPROVED,200.09,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003779,QBF003779,QBO0036444,restaurant_cancelled,2026-02-13T14:24:00,2026-02-14T10:07:00,REJECTED,118.47,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003780,QBF003780,QBO0083882,service_quality,2026-03-13T01:14:00,2026-03-13T23:49:00,APPROVED,414.92,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003781,QBF003781,QBO0061517,service_quality,2026-01-14T18:49:00,2026-01-14T21:21:00,APPROVED,206.86,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003782,QBF003782,QBO0096710,service_quality,2026-03-19T07:25:00,2026-03-20T01:19:00,APPROVED,143.54,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003783,QBF003783,QBO0054824,missing_item,2026-02-17T03:44:00,2026-02-18T11:19:00,APPROVED,238.88,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003784,QBF003784,QBO0087254,missing_item,2026-01-25T18:08:00,2026-01-26T17:19:00,APPROVED,311.74,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003785,QBF003785,QBO0031089,service_quality,2026-02-09T17:35:00,2026-02-10T19:48:00,APPROVED,446.71,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003786,QBF003786,QBO0047492,missing_item,2026-03-11T06:38:00,,REQUESTED,296.99,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003787,QBF003787,QBO0147488,missing_item,2026-02-01T19:19:00,2026-02-02T09:04:00,APPROVED,99.36,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003788,QBF003788,QBO0103940,missing_item,2026-03-26T10:16:00,2026-03-27T22:51:00,APPROVED,209.17,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003789,QBF003789,QBO0086176,missing_item,2026-03-14T07:55:00,2026-03-16T23:14:00,APPROVED,182.94,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003790,QBF003790,QBO0069032,late_delivery,2026-02-01T14:35:00,2026-02-02T07:40:00,APPROVED,85.79,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003791,QBF003791,QBO0139582,service_quality,2026-02-28T17:46:00,2026-03-01T20:05:00,APPROVED,364.32,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003792,QBF003792,QBO0068690,restaurant_cancelled,2026-02-14T15:52:00,2026-02-15T13:09:00,APPROVED,425.16,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003793,QBF003793,QBO0038018,service_quality,2026-03-23T16:40:00,2026-03-26T07:22:00,APPROVED,583.35,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003794,QBF003794,QBO0013247,missing_item,2026-01-12T17:11:00,2026-01-13T09:08:00,APPROVED,257.68,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003795,QBF003795,QBO0120977,service_quality,2026-01-15T06:30:00,2026-01-16T21:24:00,APPROVED,132.75,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003796,QBF003796,QBO0010723,late_delivery,2026-02-12T23:26:00,2026-02-15T15:25:00,APPROVED,243.18,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003797,QBF003797,QBO0132164,late_delivery,2026-01-11T05:54:00,2026-01-11T20:42:00,APPROVED,541.27,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003798,QBF003798,QBO0031835,service_quality,2026-03-31T21:53:00,2026-04-03T18:24:00,APPROVED,59.85,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003799,QBF003799,QBO0002480,missing_item,2026-01-20T21:33:00,,REQUESTED,130.53,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003800,QBF003800,QBO0099419,service_quality,2026-01-13T21:26:00,2026-01-15T20:36:00,APPROVED,126.35,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003801,QBF003801,QBO0015703,late_delivery,2026-01-01T20:45:00,2026-01-02T18:27:00,APPROVED,125.68,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003802,QBF003802,QBO0145919,order_cancelled,2026-03-24T08:17:00,2026-03-25T16:38:00,APPROVED,541.16,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003803,QBF003803,QBO0089413,late_delivery,2026-03-25T04:27:00,2026-03-27T22:52:00,APPROVED,239.61,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003804,QBF003804,QBO0025966,service_quality,2026-02-26T06:37:00,,REQUESTED,114.75,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003805,QBF003805,QBO0032461,missing_item,2026-01-24T21:31:00,2026-01-25T01:51:00,APPROVED,100.03,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003806,QBF003806,QBO0018904,service_quality,2026-03-09T07:25:00,2026-03-11T09:51:00,APPROVED,104.14,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003807,QBF003807,QBO0078540,missing_item,2026-01-24T11:40:00,2026-01-26T14:16:00,APPROVED,144.92,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003808,QBF003808,QBO0092371,service_quality,2026-01-10T00:25:00,2026-01-11T11:35:00,REJECTED,127.02,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003809,QBF003809,QBO0101889,service_quality,2026-01-19T18:23:00,2026-01-21T21:59:00,APPROVED,66.14,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003810,QBF003810,QBO0148690,missing_item,2026-02-04T07:45:00,2026-02-06T08:08:00,APPROVED,341.97,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003811,QBF003811,QBO0041865,service_quality,2026-03-23T04:46:00,2026-03-23T04:36:00,APPROVED,199.07,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003812,QBF003812,QBO0146471,late_delivery,2026-01-24T18:25:00,2026-01-27T10:02:00,REJECTED,328.75,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003813,QBF003813,QBO0147460,missing_item,2026-02-23T23:56:00,2026-02-24T08:10:00,APPROVED,125.88,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003814,QBF003814,QBO0105076,service_quality,2026-02-25T09:54:00,2026-02-26T22:19:00,APPROVED,142.93,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003815,QBF003815,QBO0117057,late_delivery,2026-03-24T16:12:00,2026-03-27T02:15:00,REJECTED,133.51,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003816,QBF003816,QBO0120948,missing_item,2026-03-21T02:43:00,2026-03-23T00:01:00,APPROVED,155.6,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003817,QBF003817,QBO0032043,missing_item,2026-03-24T08:15:00,2026-03-25T05:37:00,APPROVED,158.87,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003818,QBF003818,QBO0048798,late_delivery,2026-02-15T11:10:00,2026-02-16T10:22:00,APPROVED,302.82,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003819,QBF003819,QBO0002392,service_quality,2026-02-10T05:51:00,2026-02-10T22:45:00,REJECTED,431.1,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003820,QBF003820,QBO0010951,late_delivery,2026-01-26T05:44:00,2026-01-27T22:39:00,APPROVED,276.6,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003821,QBF003821,QBO0139225,service_quality,2026-02-05T01:08:00,2026-02-05T21:22:00,APPROVED,58.76,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003822,QBF003822,QBO0064711,order_cancelled,2026-03-26T17:08:00,2026-03-27T19:48:00,APPROVED,291.18,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003823,QBF003823,QBO0014654,service_quality,2026-02-17T02:24:00,2026-02-17T16:15:00,APPROVED,175.93,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003824,QBF003824,QBO0111589,late_delivery,2026-01-18T20:25:00,2026-01-21T07:10:00,APPROVED,271.33,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003825,QBF003825,QBO0029931,service_quality,2026-03-02T18:11:00,,REQUESTED,265.06,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003826,QBF003826,QBO0028126,late_delivery,2026-03-27T08:13:00,2026-03-28T01:50:00,APPROVED,418.51,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003827,QBF003827,QBO0107869,missing_item,2026-01-28T16:13:00,2026-01-29T11:30:00,APPROVED,127.78,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003828,QBF003828,QBO0064782,order_cancelled,2026-03-19T08:55:00,2026-03-20T04:59:00,APPROVED,178.44,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003829,QBF003829,QBO0085157,restaurant_cancelled,2026-01-29T16:28:00,2026-01-30T17:35:00,APPROVED,103.1,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003830,QBF001917,QBO0143453,service_quality,2026-01-25T03:25:00,2026-01-26T20:39:00,APPROVED,121.09,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003831,QBF003831,QBO0133997,service_quality,2026-02-14T10:09:00,2026-02-15T23:22:00,APPROVED,135.38,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003832,QBF003832,QBO0108246,late_delivery,2026-01-17T02:22:00,2026-01-17T13:00:00,APPROVED,315.63,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003833,QBF003833,QBO0115365,late_delivery,2026-02-17T09:27:00,2026-02-19T19:58:00,REJECTED,327.81,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003834,QBF003834,QBO0000502,missing_item,2026-03-27T23:49:00,2026-03-29T22:24:00,APPROVED,231.95,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003835,QBF003835,QBO0102406,missing_item,2026-02-08T21:21:00,2026-02-09T03:22:00,REJECTED,105.05,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003836,QBF003836,QBO0074403,missing_item,2026-01-12T22:05:00,2026-01-15T18:25:00,APPROVED,143.42,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003837,QBF003837,QBO0058159,late_delivery,2026-03-06T17:08:00,2026-03-07T12:18:00,APPROVED,180.33,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003838,QBF003838,QBO0088823,missing_item,2026-02-11T18:11:00,2026-02-13T17:18:00,APPROVED,55.64,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003839,QBF003839,QBO0120233,service_quality,2026-01-16T17:19:00,2026-01-19T16:49:00,APPROVED,305.23,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003840,QBF003840,QBO0015067,missing_item,2026-03-03T11:52:00,2026-03-03T13:47:00,APPROVED,117.67,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003841,QBF003841,QBO0005053,missing_item,2026-03-31T01:40:00,2026-04-02T06:48:00,APPROVED,91.48,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003842,QBF003842,QBO0144137,late_delivery,2026-01-11T23:59:00,2026-01-12T08:48:00,APPROVED,118.56,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003843,QBF003843,QBO0086775,service_quality,2026-02-22T02:07:00,2026-02-24T15:24:00,APPROVED,134.51,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003844,QBF003844,QBO0027417,service_quality,2026-03-09T14:02:00,,REQUESTED,183.59,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003845,QBF003845,QBO0063467,service_quality,2026-01-07T00:14:00,2026-01-08T20:09:00,APPROVED,412.71,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003846,QBF003846,QBO0127932,service_quality,2026-03-11T16:30:00,2026-03-12T06:38:00,REJECTED,114.02,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003847,QBF003847,QBO0091568,late_delivery,2026-02-22T00:00:00,2026-02-22T23:22:00,APPROVED,87.97,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003848,QBF003848,QBO0127491,service_quality,2026-01-04T11:55:00,2026-01-05T20:33:00,APPROVED,207.44,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003849,QBF003849,QBO0078281,late_delivery,2026-01-10T10:05:00,,REQUESTED,164.25,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003850,QBF003850,QBO0016748,late_delivery,2026-01-13T14:05:00,2026-01-14T02:44:00,APPROVED,155.9,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003851,QBF003851,QBO0083168,service_quality,2026-03-23T02:35:00,,REQUESTED,129.85,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003852,QBF003852,QBO0075278,order_cancelled,2026-02-19T08:58:00,2026-02-21T16:59:00,APPROVED,208.86,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003853,,QBO0010424,late_delivery,2026-01-23T00:23:00,2026-01-24T09:30:00,REJECTED,218.43,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003854,QBF003854,QBO0135864,late_delivery,2026-03-28T04:51:00,2026-03-30T09:55:00,APPROVED,129.57,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003855,QBF003855,QBO0114280,service_quality,2026-03-18T11:04:00,,REQUESTED,179.39,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003856,QBF003856,QBO0019354,late_delivery,2026-03-24T14:02:00,2026-03-25T16:23:00,APPROVED,62.9,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003857,QBF003857,QBO0085726,late_delivery,2026-03-31T09:51:00,,REQUESTED,133.18,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003858,QBF003858,QBO0101412,missing_item,2026-03-26T09:50:00,,REQUESTED,90.83,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003859,QBF003859,QBO0002949,service_quality,2026-02-25T00:47:00,2026-02-26T10:49:00,APPROVED,111.31,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003860,QBF003860,QBO0120941,late_delivery,2026-03-16T11:47:00,2026-03-17T03:22:00,APPROVED,88.9,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003861,QBF003861,QBO0061374,late_delivery,2026-03-11T03:40:00,2026-03-12T23:56:00,REJECTED,189.83,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003862,QBF003862,QBO0059574,rider_unavailable,2026-01-08T03:17:00,2026-01-10T09:26:00,APPROVED,402.48,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003863,QBF003863,QBO0065026,late_delivery,2026-01-29T13:25:00,2026-02-01T07:54:00,APPROVED,200.52,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003864,QBF003864,QBO0125901,late_delivery,2026-03-14T05:36:00,2026-03-15T20:02:00,APPROVED,156.17,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003865,QBF003865,QBO0001124,missing_item,2026-01-06T23:27:00,2026-01-09T00:37:00,APPROVED,143.18,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003866,QBF003866,QBO0127505,service_quality,2026-02-20T09:11:00,2026-02-22T02:54:00,APPROVED,134.11,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003867,QBF003867,QBO0014969,missing_item,2026-02-05T12:22:00,2026-02-07T12:29:00,APPROVED,193.75,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003868,QBF003868,QBO0147461,late_delivery,2026-02-28T13:04:00,2026-03-03T07:08:00,APPROVED,328.56,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003869,QBF003869,QBO0046570,missing_item,2026-03-13T22:52:00,2026-03-14T20:59:00,APPROVED,190.07,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003870,QBF003870,QBO0062430,service_quality,2026-03-16T10:11:00,2026-03-16T22:17:00,APPROVED,126.24,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003871,QBF003871,QBO0141727,missing_item,2026-02-09T00:00:00,2026-02-11T14:51:00,REJECTED,101.89,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003872,QBF003872,QBO0099938,missing_item,2026-03-16T01:13:00,2026-03-16T01:50:00,APPROVED,135.3,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003873,QBF003873,QBO0092580,late_delivery,2026-03-13T06:40:00,,REQUESTED,393.66,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003874,QBF003874,QBO0110903,late_delivery,2026-02-05T03:57:00,2026-02-07T14:44:00,APPROVED,71.61,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003875,QBF003875,QBO0107811,late_delivery,2026-03-16T01:37:00,2026-03-16T17:40:00,REJECTED,143.53,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003876,QBF003876,QBO0019421,service_quality,2026-02-21T17:18:00,,REQUESTED,564.0,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003877,QBF003877,QBO0045081,service_quality,2026-03-01T15:09:00,2026-03-03T22:08:00,APPROVED,184.44,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003878,QBF003878,QBO0079082,late_delivery,2026-03-24T10:21:00,2026-03-25T10:13:00,APPROVED,193.37,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003879,QBF003879,QBO0106174,service_quality,2026-03-30T07:20:00,2026-03-31T10:29:00,APPROVED,235.57,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003880,QBF003880,QBO0040420,missing_item,2026-03-23T04:52:00,2026-03-24T13:42:00,APPROVED,68.7,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003881,QBF003881,QBO0065500,service_quality,2026-02-08T20:07:00,2026-02-11T12:59:00,REJECTED,43.99,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003882,QBF003882,QBO0138500,rider_unavailable,2026-02-06T10:29:00,2026-02-07T01:59:00,REJECTED,52.77,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003883,QBF003883,QBO0063803,missing_item,2026-01-24T03:24:00,,REQUESTED,69.65,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003884,QBF003884,QBO0148504,restaurant_cancelled,2026-01-05T16:25:00,2026-01-05T17:15:00,APPROVED,117.56,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003885,QBF003885,QBO0048336,late_delivery,2026-01-29T09:45:00,2026-01-30T13:05:00,APPROVED,301.96,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003886,QBF003886,QBO0114720,late_delivery,2026-02-01T08:06:00,2026-02-03T10:18:00,APPROVED,57.02,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003887,QBF003887,QBO0111351,service_quality,2026-01-15T06:01:00,2026-01-15T20:49:00,REJECTED,143.55,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003888,QBF003888,QBO0019487,service_quality,2026-01-27T17:08:00,2026-01-29T17:38:00,APPROVED,227.23,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003889,QBF003889,QBO0028524,late_delivery,2026-02-03T04:43:00,2026-02-05T06:41:00,APPROVED,49.87,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003890,QBF003890,QBO0066966,rider_unavailable,2026-01-19T12:54:00,2026-01-22T05:35:00,APPROVED,119.38,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003891,QBF003891,QBO0047546,late_delivery,2026-01-08T01:21:00,2026-01-08T22:08:00,APPROVED,329.69,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003892,QBF003892,QBO0118647,late_delivery,2026-03-04T04:37:00,2026-03-06T08:29:00,APPROVED,56.14,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003893,QBF003893,QBO0103247,late_delivery,2026-03-28T00:22:00,2026-03-29T01:14:00,REJECTED,57.52,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003894,QBF003894,QBO0073921,missing_item,2026-02-26T07:54:00,2026-02-27T21:16:00,APPROVED,38.09,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003895,QBF003895,QBO0137847,late_delivery,2026-02-24T23:52:00,2026-02-25T21:16:00,APPROVED,243.54,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003896,QBF003896,QBO0092452,late_delivery,2026-03-01T05:24:00,,REQUESTED,166.12,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003897,QBF003897,QBO0084476,late_delivery,2026-01-09T12:06:00,2026-01-10T02:08:00,APPROVED,201.47,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003898,QBF003898,QBO0109257,missing_item,2026-02-15T14:29:00,2026-02-18T01:36:00,APPROVED,128.63,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003899,QBF003899,QBO0130389,missing_item,2026-02-07T05:16:00,2026-02-07T15:35:00,APPROVED,71.37,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003900,QBF003900,QBO0059783,service_quality,2026-01-03T01:44:00,2026-01-03T02:12:00,APPROVED,97.1,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003901,QBF003901,QBO0008208,service_quality,2026-01-02T19:07:00,2026-01-04T07:00:00,REJECTED,175.76,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003902,QBF003902,QBO0033356,missing_item,2026-01-05T02:05:00,,REQUESTED,348.83,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003903,QBF003903,QBO0005611,missing_item,2026-01-17T21:31:00,2026-01-18T12:50:00,REJECTED,227.14,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003904,QBF003904,QBO0007168,missing_item,2026-03-31T16:57:00,2026-04-03T07:59:00,APPROVED,98.04,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003905,QBF003905,QBO0131415,late_delivery,2026-02-17T05:34:00,2026-02-20T03:21:00,APPROVED,156.58,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003906,QBF003906,QBO0145013,service_quality,2026-03-21T11:50:00,2026-03-21T15:59:00,APPROVED,85.37,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003907,QBF003907,QBO0071598,late_delivery,2026-03-20T11:32:00,2026-03-20T16:05:00,APPROVED,199.54,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003908,QBF003908,QBO0105548,service_quality,2026-02-27T09:49:00,,REQUESTED,343.84,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003909,QBF003909,QBO0122663,missing_item,2026-03-21T12:22:00,2026-03-22T20:54:00,APPROVED,417.82,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003910,QBF003910,QBO0021475,service_quality,2026-01-05T04:58:00,2026-01-07T13:18:00,APPROVED,67.65,WALLET_CREDIT,QUICKBITE_REFUND_V1
REFREC003911,QBF003911,QBO0113365,late_delivery,2026-02-25T13:54:00,2026-02-25T23:10:00,APPROVED,366.67,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003912,QBF003912,QBO0040189,late_delivery,2026-01-06T19:08:00,2026-01-09T06:19:00,APPROVED,179.33,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003913,QBF003913,QBO0092194,missing_item,2026-03-19T03:15:00,,REQUESTED,176.42,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003914,QBF003914,QBO0077888,service_quality,2026-02-19T18:41:00,2026-02-22T16:41:00,APPROVED,79.22,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003915,QBF003915,QBO0145469,missing_item,2026-02-11T22:10:00,2026-02-12T14:15:00,APPROVED,319.91,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
REFREC003916,QBF003916,QBO0055809,missing_item,2026-02-22T00:49:00,2026-02-24T11:25:00,REJECTED,365.42,ORIGINAL_PAYMENT,QUICKBITE_REFUND_V1
