rider_id,home_city,service_zone,zone_group,vehicle_type,service_status,max_service_radius_km,shift_type,onboarding_date,record_updated_at
QBD00496,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,9.2,MORNING,2023-05-18,2026-03-13T09:18:00
QBD00497,Bengaluru,BLR_JAYANAGAR,SOUTH,BICYCLE,ACTIVE,12.7,FLEX,2021-09-18,2026-03-23T02:15:00
QBD00498,Pune,PUN_VIMAN_NAGAR,EAST,BICYCLE,ACTIVE,9.0,EVENING,2021-11-24,2026-03-30T17:00:00
QBD00499,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,4.9,FLEX,2022-06-12,2026-03-17T21:43:00
QBD00500,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,TEMPORARILY_PAUSED,8.4,EVENING,2025-04-28,2026-03-27T20:31:00
QBD00501,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,10.4,FLEX,2021-06-18,2026-03-23T22:53:00
QBD00502,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,6.5,MORNING,2025-05-23,2026-03-22T11:49:00
QBD00503,Hyderabad,HYD_HITECH_CITY,WEST,BICYCLE,ACTIVE,12.7,EVENING,2025-02-06,2026-03-25T04:57:00
QBD00504,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,4.6,EVENING,2022-01-10,2026-03-21T00:52:00
QBD00505,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,6.9,FLEX,2025-10-17,2026-03-03T01:24:00
QBD00506,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,4.3,EVENING,2025-06-08,2026-03-29T10:07:00
QBD00507,Bengaluru,BLR_KORAMANGALA,SOUTH,BICYCLE,ACTIVE,8.5,MORNING,2024-12-05,2026-03-31T14:15:00
QBD00508,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,11.5,FLEX,2021-07-29,2026-03-08T08:30:00
QBD00509,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,7.9,FLEX,2025-10-19,2026-03-31T20:42:00
QBD00510,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,7.8,EVENING,2025-01-31,2026-03-30T01:53:00
QBD00511,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,7.8,MORNING,2024-06-27,2026-03-28T01:37:00
QBD00512,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,6.2,EVENING,2023-10-23,2026-03-29T14:44:00
QBD00513,Bengaluru,BLR_KORAMANGALA,SOUTH,E_BIKE,ACTIVE,11.9,FLEX,2023-02-17,2026-03-05T02:30:00
QBD00514,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,8.2,EVENING,2020-06-25,2026-03-17T15:41:00
QBD00515,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,TEMPORARILY_PAUSED,12.3,EVENING,2022-09-11,2026-03-27T08:44:00
QBD00516,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,4.9,MORNING,2021-04-09,2026-03-08T15:14:00
QBD00517,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,9.6,EVENING,2020-10-15,2026-03-19T11:23:00
QBD00518,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,6.4,FLEX,2024-08-30,2026-03-31T07:53:00
QBD00519,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,8.3,EVENING,2022-02-23,2026-03-12T22:47:00
QBD00520,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,8.1,EVENING,2022-05-01,2026-03-03T03:15:00
QBD00521,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,12.3,MORNING,2025-06-03,2026-03-05T07:52:00
QBD00522,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,8.0,MORNING,2021-09-28,2026-03-18T16:48:00
QBD00523,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,10.9,MORNING,2020-10-31,2026-03-26T20:37:00
QBD00524,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,5.0,EVENING,2023-08-10,2026-03-11T01:37:00
QBD00525,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,11.8,MORNING,2021-07-03,2026-03-12T15:55:00
QBD00526,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,5.3,EVENING,2021-02-01,2026-03-02T23:33:00
QBD00527,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,INACTIVE,10.2,FLEX,2020-04-16,2026-03-22T15:04:00
QBD00528,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,7.6,FLEX,2023-06-06,2026-03-17T23:42:00
QBD00529,Pune,PUN_VIMAN_NAGAR,EAST,BICYCLE,ACTIVE,9.1,FLEX,2023-12-22,2026-03-03T01:21:00
QBD00530,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,7.2,FLEX,2022-03-16,2026-03-31T06:27:00
QBD00531,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,11.4,EVENING,2024-02-10,2026-03-05T00:37:00
QBD00532,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,TEMPORARILY_PAUSED,7.9,EVENING,2020-06-14,2026-03-04T17:15:00
QBD00533,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,6.3,MORNING,2020-02-09,2026-03-30T02:11:00
QBD00534,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,7.2,EVENING,2020-05-16,2026-03-09T10:40:00
QBD00535,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,11.5,EVENING,2021-03-08,2026-03-04T09:03:00
QBD00536,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,10.0,FLEX,2020-08-26,2026-03-29T23:25:00
QBD00537,Bengaluru,BLR_KORAMANGALA,SOUTH,E_BIKE,ACTIVE,4.6,MORNING,2025-05-25,2026-03-07T15:16:00
QBD00538,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,11.7,FLEX,2025-09-06,2026-03-25T15:34:00
QBD00539,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,8.3,EVENING,2024-02-28,2026-03-15T07:05:00
QBD00540,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,9.2,EVENING,2020-04-12,2026-03-09T07:00:00
QBD00541,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,ACTIVE,8.7,MORNING,2025-04-23,2026-03-28T10:48:00
QBD00542,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,8.3,EVENING,2025-04-06,2026-03-07T18:59:00
QBD00543,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,7.4,FLEX,2024-10-24,2026-03-10T12:01:00
QBD00544,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,12.9,EVENING,2020-11-25,2026-03-17T17:30:00
QBD00545,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,12.5,MORNING,2020-06-25,2026-03-18T18:25:00
QBD00546,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,8.7,FLEX,2021-09-10,2026-03-19T16:46:00
QBD00547,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,11.0,EVENING,2024-01-27,2026-03-15T21:07:00
QBD00548,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,TEMPORARILY_PAUSED,9.3,EVENING,2022-02-06,2026-03-13T04:03:00
QBD00549,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,TEMPORARILY_PAUSED,4.8,MORNING,2025-10-26,2026-03-30T13:56:00
QBD00550,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,10.0,EVENING,2024-12-06,2026-03-18T10:56:00
QBD00551,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,10.0,FLEX,2023-10-07,2026-03-03T13:40:00
QBD00552,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,4.4,FLEX,2022-02-02,2026-03-14T16:03:00
QBD00553,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,4.6,EVENING,2023-11-17,2026-03-17T06:21:00
QBD00554,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,9.4,MORNING,2020-08-21,2026-03-31T00:17:00
QBD00555,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,7.7,FLEX,2025-02-03,2026-03-26T09:29:00
QBD00556,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,5.7,EVENING,2020-02-01,2026-03-13T22:36:00
QBD00557,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,10.9,FLEX,2023-12-07,2026-03-26T18:57:00
QBD00558,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,8.5,FLEX,2020-01-16,2026-03-12T22:41:00
QBD00559,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,9.4,MORNING,2025-10-20,2026-03-18T18:39:00
QBD00560,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,5.2,EVENING,2021-12-30,2026-03-14T10:55:00
QBD00561,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,11.7,FLEX,2020-09-10,2026-03-25T23:25:00
QBD00562,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,11.3,EVENING,2023-09-27,2026-03-13T14:51:00
QBD00563,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,7.2,FLEX,2020-06-26,2026-03-25T08:39:00
QBD00564,Bengaluru,BLR_JAYANAGAR,SOUTH,BICYCLE,ACTIVE,9.0,EVENING,2020-09-06,2026-03-05T11:38:00
QBD00565,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,TEMPORARILY_PAUSED,12.9,EVENING,2023-05-30,2026-03-19T23:35:00
QBD00566,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,9.7,FLEX,2023-12-09,2026-03-31T06:29:00
QBD00567,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,4.5,FLEX,2023-08-08,2026-03-29T22:45:00
QBD00568,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,ACTIVE,9.6,EVENING,2020-09-11,2026-03-24T00:32:00
QBD00569,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,11.8,EVENING,2023-10-23,2026-03-02T15:16:00
QBD00570,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,4.4,MORNING,2024-12-13,2026-03-31T07:48:00
QBD00571,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,7.9,FLEX,2020-07-08,2026-03-29T10:49:00
QBD00572,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,6.8,FLEX,2021-05-14,2026-03-31T16:06:00
QBD00573,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,8.3,FLEX,2021-07-28,2026-03-18T14:08:00
QBD00574,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,TEMPORARILY_PAUSED,10.0,MORNING,2020-09-25,2026-03-03T02:16:00
QBD00575,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,7.2,EVENING,2022-10-30,2026-03-05T18:30:00
QBD00576,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,11.6,EVENING,2022-04-16,2026-03-19T05:16:00
QBD00577,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,8.4,FLEX,2023-09-30,2026-03-16T19:05:00
QBD00578,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,9.1,FLEX,2022-01-14,2026-03-06T13:38:00
QBD00579,Bengaluru,BLR_KORAMANGALA,SOUTH,E_BIKE,ACTIVE,9.4,MORNING,2022-05-27,2026-03-15T18:44:00
QBD00580,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,12.3,MORNING,2025-09-22,2026-03-16T01:52:00
QBD00581,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,6.1,EVENING,2022-11-13,2026-03-25T00:17:00
QBD00582,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,12.4,FLEX,2025-11-03,2026-03-11T07:30:00
QBD00583,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,ACTIVE,4.3,EVENING,2024-11-12,2026-03-28T09:03:00
QBD00584,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,8.5,FLEX,2023-10-11,2026-03-25T18:54:00
QBD00585,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,6.4,MORNING,2020-12-09,2026-03-09T18:54:00
QBD00586,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,12.6,EVENING,2022-07-15,2026-03-10T22:57:00
QBD00587,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,4.7,MORNING,2022-01-04,2026-03-19T17:04:00
QBD00588,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,12.4,MORNING,2025-01-07,2026-03-03T03:48:00
QBD00589,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,4.3,EVENING,2023-11-15,2026-03-10T22:40:00
QBD00590,Bengaluru,BLR_JAYANAGAR,SOUTH,E_BIKE,ACTIVE,4.3,EVENING,2022-08-02,2026-03-20T09:24:00
QBD00591,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,7.7,FLEX,2021-12-29,2026-03-29T06:00:00
QBD00592,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,TEMPORARILY_PAUSED,7.4,EVENING,2023-08-20,2026-03-10T16:44:00
QBD00593,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,6.4,MORNING,2021-07-16,2026-03-14T17:41:00
QBD00594,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,10.3,MORNING,2024-01-24,2026-03-28T15:56:00
QBD00595,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,7.5,FLEX,2022-09-14,2026-03-04T13:12:00
QBD00596,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,7.6,FLEX,2021-09-08,2026-03-28T11:19:00
QBD00597,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,4.9,EVENING,2024-07-17,2026-03-18T13:35:00
QBD00598,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,11.6,EVENING,2022-11-27,2026-03-20T08:12:00
QBD00599,Pune,PUN_HINJAWADI,WEST,BICYCLE,ACTIVE,6.8,FLEX,2020-09-11,2026-03-13T01:32:00
QBD00600,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,BICYCLE,ACTIVE,6.5,EVENING,2022-04-04,2026-03-04T07:45:00
QBD00601,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,5.5,FLEX,2023-02-15,2026-03-30T12:28:00
QBD00602,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,9.3,FLEX,2023-04-28,2026-03-24T13:50:00
QBD00603,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,8.2,FLEX,2023-07-04,2026-03-21T04:19:00
QBD00604,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,7.7,EVENING,2020-11-14,2026-03-22T23:22:00
QBD00605,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,8.3,MORNING,2021-06-06,2026-03-20T14:55:00
QBD00606,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,TEMPORARILY_PAUSED,7.2,FLEX,2021-01-17,2026-03-26T00:07:00
QBD00607,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,11.0,MORNING,2024-01-16,2026-03-28T16:04:00
QBD00608,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,ACTIVE,6.4,EVENING,2024-04-26,2026-03-22T20:15:00
QBD00609,Hyderabad,HYD_HITECH_CITY,WEST,BICYCLE,TEMPORARILY_PAUSED,11.2,MORNING,2021-07-05,2026-03-13T12:22:00
QBD00610,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,7.6,FLEX,2022-04-07,2026-03-02T21:40:00
QBD00611,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,9.4,MORNING,2021-11-12,2026-03-20T20:44:00
QBD00612,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,6.3,FLEX,2020-07-21,2026-03-20T10:23:00
QBD00613,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,11.3,FLEX,2022-01-08,2026-03-17T07:26:00
QBD00614,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,9.8,FLEX,2025-01-05,2026-03-06T17:21:00
QBD00615,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,ACTIVE,7.3,FLEX,2023-06-20,2026-03-03T15:05:00
QBD00616,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,11.9,FLEX,2022-03-15,2026-03-21T10:49:00
QBD00617,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,4.4,EVENING,2021-05-20,2026-03-23T05:56:00
QBD00618,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,5.5,MORNING,2022-10-17,2026-03-24T14:06:00
QBD00619,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,TEMPORARILY_PAUSED,7.8,EVENING,2020-08-25,2026-03-29T21:32:00
QBD00620,Bengaluru,BLR_INDIRANAGAR,EAST,BICYCLE,ACTIVE,7.3,FLEX,2024-10-03,2026-03-30T13:17:00
QBD00621,Pune,PUN_VIMAN_NAGAR,EAST,E_BIKE,ACTIVE,4.6,FLEX,2025-03-23,2026-03-11T16:20:00
QBD00622,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,6.0,EVENING,2022-06-11,2026-03-05T04:01:00
QBD00623,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,12.6,FLEX,2024-02-29,2026-03-19T10:01:00
QBD00624,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,6.1,EVENING,2025-12-14,2026-03-20T06:42:00
QBD00625,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,7.9,MORNING,2023-04-17,2026-03-15T01:14:00
QBD00626,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,8.0,EVENING,2020-01-03,2026-03-21T00:25:00
QBD00627,Pune,PUN_VIMAN_NAGAR,EAST,BICYCLE,ACTIVE,6.9,FLEX,2025-10-15,2026-03-20T06:56:00
QBD00628,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,8.0,FLEX,2022-06-25,2026-03-09T13:22:00
QBD00629,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,4.7,MORNING,2023-09-27,2026-03-20T15:28:00
QBD00630,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,10.1,EVENING,2023-02-05,2026-03-04T22:49:00
QBD00631,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,10.3,EVENING,2020-10-16,2026-03-23T12:12:00
QBD00632,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,10.4,FLEX,2021-01-25,2026-03-11T10:18:00
QBD00633,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,12.3,MORNING,2022-02-20,2026-03-28T06:54:00
QBD00634,Pune,PUN_BANER,NORTH,E_BIKE,ACTIVE,8.4,EVENING,2024-12-30,2026-03-11T10:07:00
QBD00635,Bengaluru,BLR_JAYANAGAR,SOUTH,E_BIKE,ACTIVE,8.8,EVENING,2024-09-14,2026-03-02T20:10:00
QBD00636,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,9.2,MORNING,2021-07-11,2026-03-29T03:55:00
QBD00637,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,10.6,MORNING,2021-08-29,2026-03-13T22:12:00
QBD00638,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,TEMPORARILY_PAUSED,12.9,FLEX,2021-03-24,2026-03-22T15:27:00
QBD00639,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,9.9,FLEX,2021-03-21,2026-03-08T08:17:00
QBD00640,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,6.9,EVENING,2023-12-16,2026-03-24T09:05:00
QBD00641,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,8.9,MORNING,2020-04-16,2026-03-19T19:04:00
QBD00642,Pune,PUN_VIMAN_NAGAR,EAST,E_BIKE,ACTIVE,12.6,MORNING,2024-06-23,2026-03-13T21:49:00
QBD00643,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,6.0,EVENING,2020-12-23,2026-03-23T01:44:00
QBD00644,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,4.3,FLEX,2025-03-27,2026-03-23T05:46:00
QBD00645,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,TEMPORARILY_PAUSED,11.5,FLEX,2022-12-31,2026-03-17T06:49:00
QBD00646,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,5.1,FLEX,2025-09-29,2026-03-05T00:59:00
QBD00647,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,TEMPORARILY_PAUSED,4.3,EVENING,2023-04-19,2026-03-07T15:59:00
QBD00648,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,4.4,MORNING,2024-09-24,2026-03-14T23:05:00
QBD00649,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,8.1,EVENING,2023-05-08,2026-03-16T19:33:00
QBD00650,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,7.1,MORNING,2020-09-25,2026-03-18T06:02:00
QBD00651,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,4.4,EVENING,2023-07-15,2026-03-12T16:05:00
QBD00652,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,9.4,FLEX,2020-06-25,2026-03-22T16:49:00
QBD00653,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,4.2,MORNING,2021-10-26,2026-03-25T07:34:00
QBD00654,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,11.4,FLEX,2020-07-25,2026-03-27T20:30:00
QBD00655,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,7.2,FLEX,2020-03-14,2026-03-19T02:09:00
QBD00656,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,12.1,EVENING,2020-06-01,2026-03-11T10:38:00
QBD00657,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,9.1,MORNING,2022-05-14,2026-03-16T15:28:00
QBD00658,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,6.0,FLEX,2025-08-23,2026-03-14T07:55:00
QBD00659,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,8.4,MORNING,2021-06-18,2026-03-08T05:37:00
QBD00660,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,BICYCLE,ACTIVE,6.2,EVENING,2024-10-19,2026-03-26T14:28:00
QBD00661,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,11.9,MORNING,2024-11-01,2026-03-16T19:51:00
QBD00662,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,7.0,FLEX,2025-03-13,2026-03-08T22:25:00
QBD00663,Pune,PUN_KOTHRUD,WEST,E_BIKE,TEMPORARILY_PAUSED,4.1,FLEX,2024-03-03,2026-03-19T01:11:00
QBD00664,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,4.8,MORNING,2024-02-12,2026-03-05T02:19:00
QBD00665,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,9.3,MORNING,2021-10-25,2026-03-08T17:16:00
QBD00666,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,TEMPORARILY_PAUSED,11.5,FLEX,2025-03-11,2026-03-12T10:37:00
QBD00667,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,5.1,MORNING,2020-03-04,2026-03-17T07:45:00
QBD00668,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,11.7,EVENING,2020-01-16,2026-03-10T16:39:00
QBD00669,Pune,PUN_KOTHRUD,WEST,BICYCLE,ACTIVE,7.3,EVENING,2021-03-30,2026-03-18T04:45:00
QBD00670,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,9.0,FLEX,2021-08-26,2026-03-28T23:30:00
QBD00671,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,9.2,MORNING,2020-10-10,2026-03-25T03:14:00
QBD00672,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,10.2,FLEX,2024-02-15,2026-03-06T14:41:00
QBD00673,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,9.5,FLEX,2021-09-21,2026-03-24T00:26:00
QBD00674,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,8.4,FLEX,2021-08-15,2026-03-10T13:06:00
QBD00675,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,10.8,EVENING,2022-11-30,2026-03-29T22:32:00
QBD00676,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,4.6,EVENING,2020-01-18,2026-03-07T02:22:00
QBD00677,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,12.3,FLEX,2024-05-11,2026-03-10T18:55:00
QBD00678,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,10.0,MORNING,2023-01-07,2026-03-15T16:15:00
QBD00679,Pune,PUN_BANER,NORTH,E_BIKE,TEMPORARILY_PAUSED,11.3,MORNING,2025-01-08,2026-03-12T05:41:00
QBD00680,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,11.5,EVENING,2025-09-14,2026-03-19T12:35:00
QBD00681,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,12.8,MORNING,2021-02-19,2026-03-23T07:35:00
QBD00682,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,13.0,FLEX,2025-03-11,2026-03-17T14:33:00
